nhiet_do_moi_truong,nhiet_do_quy_trinh,toc_do_quay,momen_xoan,do_mon_dao,loai_san_pham,ca_lam_viec,hong_hoc
296.06,305.28,1519.0,42.8,161.8,L,Sáng,0
299.74,310.66,1421.0,43.32,140.8,H,Sáng,0
301.1,310.84,1537.0,25.49,198.4,H,Đêm,0
300.2,310.37,1383.4,42.05,191.8,L,Sáng,0
301.63,312.9,1598.6,51.42,56.7,L,Sáng,0
299.5,308.49,1554.8,45.09,120.7,H,Đêm,0
302.06,311.91,1554.9,43.98,239.6,L,Đêm,0
299.24,309.41,1659.7,39.64,167.9,L,Chiều,0
297.91,308.19,1511.6,39.63,222.4,H,Đêm,0
297.86,306.79,1670.4,29.23,198.2,H,Đêm,0
299.89,310.55,1428.4,51.39,182.2,M,Đêm,1
300.94,310.58,1733.4,24.98,186.3,M,Chiều,0
300.58,311.86,1631.3,60.65,242.7,M,Đêm,1
302.09,311.46,1255.7,49.61,176.4,M,Sáng,0
300.47,309.7,1640.5,51.13,66.3,L,Sáng,0
302.55,311.48,1814.5,50.07,29.0,L,Đêm,0
298.14,308.46,1747.5,49.21,39.2,M,Chiều,0
301.6,309.85,1485.1,49.61,243.2,H,Sáng,0
298.22,308.22,1600.7,39.55,179.5,L,Sáng,0
303.01,314.02,1368.1,46.43,30.2,L,Sáng,0
297.14,307.76,1404.2,30.33,196.7,M,Đêm,0
301.93,310.51,1343.9,36.35,93.0,L,Sáng,1
298.82,309.12,1580.2,37.63,249.4,L,Chiều,1
303.58,313.48,1273.6,35.95,169.6,M,Sáng,0
299.33,309.1,1502.5,42.55,4.5,L,Chiều,0
299.41,310.49,1336.7,49.79,137.4,H,Sáng,0
299.51,308.73,1617.8,31.0,164.2,L,Đêm,0
299.5,307.6,1529.3,42.77,234.7,L,Đêm,0
298.17,306.53,1629.9,48.48,150.1,L,Đêm,0
299.64,309.0,1644.1,48.48,148.3,H,Chiều,0
297.56,307.04,1841.2,35.02,234.1,L,Sáng,0
302.84,313.49,1433.0,21.29,137.8,M,Chiều,0
302.57,312.88,1603.7,59.28,223.7,M,Chiều,0
299.15,308.95,1868.7,38.27,252.3,M,Sáng,1
299.26,307.76,1667.3,49.83,110.4,L,Sáng,0
301.33,312.5,1646.5,41.96,238.1,L,Sáng,0
303.37,312.92,1348.3,45.91,160.1,H,Đêm,0
300.91,312.4,1397.9,47.67,168.3,L,Chiều,0
302.77,312.94,1556.4,44.75,95.5,M,Chiều,0
300.4,310.72,1729.5,40.16,184.6,L,Sáng,0
298.94,307.93,1616.3,46.1,70.7,H,Sáng,0
300.6,309.4,1711.2,33.12,93.8,L,Chiều,0
299.77,308.9,1385.7,28.44,244.1,L,Chiều,1
299.17,309.91,1263.9,50.81,145.9,L,Đêm,1
301.56,309.29,1572.7,41.72,171.2,H,Đêm,0
300.48,309.64,1180.0,35.13,173.6,L,Chiều,0
297.43,307.24,1509.1,22.41,75.1,L,Chiều,0
299.0,309.89,1828.7,41.18,95.8,L,Sáng,0
302.02,310.85,1641.5,31.0,235.7,L,Sáng,0
298.08,308.35,1342.6,33.33,174.3,L,Sáng,0
299.02,307.31,1655.0,29.03,183.7,H,Sáng,0
299.17,309.46,1275.9,44.73,74.3,L,Chiều,0
302.89,315.47,1512.4,33.5,122.8,M,Sáng,0
300.07,309.07,1714.4,39.02,73.1,L,Chiều,0
299.95,311.27,1459.4,41.5,221.0,L,Chiều,0
298.22,307.39,1342.4,47.93,52.7,L,Sáng,0
298.11,308.13,1446.6,55.61,123.5,H,Sáng,0
300.49,310.85,1397.4,37.01,93.7,L,Sáng,0
298.47,308.12,1345.1,44.32,86.3,H,Sáng,0
300.86,313.74,1427.4,44.53,77.9,L,Sáng,0
300.58,310.87,1522.6,38.74,62.0,H,Chiều,0
295.13,304.47,1407.2,33.58,49.8,L,Đêm,0
300.16,309.93,1268.4,30.69,81.9,M,Sáng,0
297.29,308.1,1599.0,33.15,104.9,M,Sáng,0
301.33,311.98,1322.4,32.57,249.0,M,Sáng,1
297.89,306.21,1507.0,34.19,121.1,M,Chiều,0
295.18,304.33,1253.0,32.24,143.4,L,Sáng,0
299.65,309.86,1516.0,42.39,76.0,L,Sáng,0
298.67,309.93,1401.8,49.79,18.2,L,Chiều,0
302.21,312.23,1629.5,32.93,146.9,L,Sáng,0
299.8,309.23,1443.2,24.92,188.4,L,Chiều,0
299.3,307.27,1466.3,57.19,51.0,L,Chiều,0
300.57,310.41,1475.0,50.96,177.4,L,Đêm,0
300.13,310.71,1539.8,23.11,113.6,L,Chiều,0
299.24,310.91,1440.4,23.66,69.9,L,Đêm,0
299.61,309.81,1540.6,40.29,165.0,M,Đêm,0
297.83,308.17,1524.3,49.34,121.4,H,Chiều,0
300.56,309.73,1542.2,35.25,53.5,M,Đêm,0
297.81,308.18,1703.0,29.77,101.2,H,Chiều,0
297.53,306.74,1684.0,35.29,229.7,H,Sáng,0
300.34,309.74,1594.8,20.23,28.7,L,Sáng,0
301.3,310.04,1525.6,40.87,90.7,L,Chiều,0
301.43,311.05,1710.6,24.79,1.1,M,Chiều,0
299.02,308.63,1644.2,42.52,187.7,M,Sáng,0
298.8,307.46,1473.4,28.31,88.2,L,Chiều,0
301.45,312.29,1602.4,44.53,223.3,L,Đêm,0
301.28,310.87,1526.3,50.49,87.6,M,Sáng,0
300.65,311.4,1682.8,38.88,78.7,L,Đêm,0
300.58,311.3,1774.9,42.34,211.6,H,Đêm,0
300.45,308.24,1500.7,49.22,171.5,M,Sáng,0
302.13,312.68,1588.8,42.79,117.4,H,Sáng,0
299.08,308.1,1756.3,57.63,20.0,L,Chiều,0
300.66,309.63,1479.8,45.81,157.6,L,Sáng,0
300.3,309.94,1282.4,41.17,192.8,M,Đêm,0
302.0,314.03,1848.3,48.73,75.7,L,Sáng,0
299.04,308.65,1484.7,29.72,62.4,L,Sáng,0
304.14,315.22,1490.5,45.75,36.9,M,Chiều,0
300.16,312.01,1858.2,26.68,17.5,M,Chiều,0
304.44,315.2,1475.9,35.72,67.8,L,Đêm,0
302.37,312.45,1857.9,54.72,58.1,L,Đêm,0
298.48,308.55,1605.9,32.29,119.3,L,Chiều,0
300.81,310.25,1308.8,38.93,159.6,L,Sáng,0
301.61,311.45,1339.9,44.13,200.5,M,Sáng,0
297.11,305.97,1441.4,28.38,192.5,H,Chiều,0
301.03,311.44,1842.9,29.55,168.7,H,Sáng,0
300.77,310.65,1380.1,41.56,240.1,L,Đêm,1
301.48,311.17,1365.2,39.97,28.8,H,Đêm,0
297.7,309.06,1476.1,46.78,89.8,M,Sáng,0
300.46,309.88,1614.9,52.43,54.6,L,Sáng,0
303.37,314.05,1535.7,41.12,41.3,L,Sáng,0
296.78,305.82,1714.0,42.59,209.9,L,Sáng,0
301.49,312.32,1545.6,31.01,196.3,L,Sáng,0
298.06,307.14,1607.2,62.47,234.4,L,Sáng,1
299.75,311.42,1500.4,48.91,86.8,L,Sáng,0
301.1,310.41,1546.0,41.29,185.1,L,Chiều,0
299.54,310.2,1597.5,41.99,27.6,L,Chiều,0
296.41,306.47,1503.9,50.89,133.9,M,Chiều,0
297.08,306.2,1467.7,35.86,150.2,M,Sáng,0
298.33,309.05,1610.4,49.31,249.2,H,Chiều,1
299.07,310.18,1518.9,36.1,154.2,H,Sáng,0
304.13,313.87,1630.3,45.79,123.7,M,Chiều,0
300.71,310.56,1265.6,37.72,164.7,L,Sáng,0
302.04,311.49,1367.4,45.3,174.8,H,Sáng,0
300.64,310.09,1571.7,45.77,250.4,L,Sáng,1
300.13,309.9,1506.2,30.94,25.5,L,Chiều,0
302.12,311.73,1503.4,35.89,70.1,M,Sáng,0
297.81,307.48,1485.4,43.22,252.6,L,Đêm,1
299.02,311.68,1186.4,34.34,245.1,L,Đêm,1
297.81,307.95,1650.5,32.44,233.5,L,Chiều,0
292.0,301.98,1725.2,29.79,96.5,M,Đêm,0
302.09,311.91,1414.8,53.12,68.8,L,Sáng,0
300.89,311.51,1208.0,49.24,65.9,L,Sáng,0
300.41,310.76,1566.8,43.64,194.9,L,Sáng,0
299.58,309.02,1306.1,44.03,171.9,H,Đêm,0
303.34,314.29,1473.9,41.03,76.6,H,Sáng,1
302.38,312.5,1724.3,32.59,102.3,M,Sáng,0
300.8,308.49,1612.3,48.38,182.7,H,Sáng,0
305.14,313.74,1653.3,40.64,59.7,L,Chiều,0
299.12,308.2,1327.7,31.96,92.2,L,Sáng,0
298.57,308.37,1384.5,43.02,218.6,L,Đêm,0
303.19,314.43,1569.9,30.26,235.2,L,Sáng,0
301.65,309.54,1380.5,32.63,75.2,L,Đêm,0
298.21,307.79,1450.7,32.21,53.4,L,Sáng,0
299.5,307.52,1180.0,34.49,57.1,L,Chiều,1
298.46,309.33,1830.9,56.04,154.8,L,Chiều,0
301.58,312.27,1404.5,43.15,48.2,M,Đêm,0
296.86,306.72,1988.8,49.27,34.0,L,Đêm,0
298.6,307.21,1458.9,50.14,215.8,M,Sáng,0
300.28,311.56,1620.7,24.12,68.9,L,Chiều,0
301.41,312.46,1749.3,42.11,113.5,L,Chiều,0
299.05,307.97,1614.8,36.12,95.5,H,Chiều,0
300.28,310.55,1474.3,37.82,90.7,M,Đêm,0
301.01,311.04,1750.0,31.71,243.4,L,Sáng,0
300.4,310.64,1934.6,51.86,99.8,M,Sáng,0
302.42,313.81,1780.4,43.01,150.3,M,Sáng,0
302.48,312.46,1480.3,45.18,90.5,M,Chiều,0
300.83,310.6,1789.4,60.8,163.4,L,Sáng,0
297.72,306.76,1522.5,49.14,20.6,L,Đêm,0
300.05,309.69,1572.5,15.03,175.3,M,Chiều,1
298.93,309.02,1527.9,57.45,236.7,M,Đêm,0
300.52,310.22,1601.0,42.0,101.4,L,Sáng,0
302.68,312.73,1398.6,51.44,75.8,H,Sáng,0
296.99,305.64,1436.5,35.2,110.3,M,Sáng,0
300.68,312.01,1497.7,51.18,104.3,H,Sáng,0
295.1,305.63,1573.2,38.4,53.5,L,Sáng,0
301.01,311.55,1864.7,35.61,1.2,M,Chiều,0
300.69,310.35,1180.0,27.06,29.5,L,Sáng,0
299.33,309.07,1695.2,22.56,202.1,L,Chiều,1
297.86,307.88,1183.5,48.71,146.4,H,Chiều,0
301.11,309.78,1530.9,48.98,80.6,M,Sáng,0
297.85,308.0,1727.0,37.42,16.4,L,Đêm,0
299.92,309.34,1663.2,44.69,87.0,H,Chiều,0
302.01,312.34,1796.3,47.49,25.8,L,Sáng,0
300.39,309.57,1655.5,13.67,167.6,L,Chiều,0
299.24,310.5,1598.9,36.58,217.6,M,Sáng,0
304.16,313.84,1620.2,35.01,133.7,M,Chiều,0
301.13,310.38,1637.8,50.26,10.0,L,Chiều,1
299.59,308.99,1488.9,53.96,155.7,M,Sáng,0
295.21,305.3,1865.3,49.63,214.0,L,Chiều,0
296.6,305.33,1477.6,38.45,145.2,L,Chiều,0
300.79,310.55,1507.4,33.38,6.3,L,Sáng,0
299.21,309.88,1180.0,43.68,118.9,M,Đêm,0
301.12,311.67,1598.7,63.72,53.0,L,Đêm,0
300.39,308.92,1368.6,43.56,186.4,H,Chiều,1
299.39,307.44,1826.9,51.67,95.4,L,Sáng,0
302.32,312.42,1220.0,34.79,81.3,H,Đêm,0
298.01,308.17,1618.3,49.14,165.2,L,Chiều,0
299.64,308.33,1514.2,41.15,83.5,H,Sáng,0
298.88,308.43,1506.2,38.31,45.7,M,Chiều,0
300.81,311.25,1572.2,44.53,75.7,M,Chiều,0
297.8,309.72,1450.6,29.58,220.4,M,Sáng,0
300.17,308.64,1969.9,47.74,131.8,M,Sáng,0
295.36,305.86,1555.9,41.58,134.2,L,Sáng,0
301.4,313.25,1513.7,44.58,149.4,M,Sáng,0
299.36,310.09,1480.3,50.35,248.5,H,Chiều,0
298.44,307.44,1486.4,30.77,136.0,L,Đêm,0
300.49,310.9,1555.4,49.3,122.2,M,Chiều,0
300.0,308.83,1386.6,46.99,33.4,H,Chiều,0
297.26,307.84,1486.6,30.31,193.2,H,Sáng,0
298.54,308.98,1584.6,41.77,149.3,M,Sáng,0
297.81,306.7,1629.1,30.21,216.6,M,Đêm,0
298.98,308.83,1570.6,31.6,237.6,H,Sáng,0
298.45,307.21,1620.1,53.12,106.4,L,Sáng,0
306.0,315.93,1221.3,40.45,50.2,L,Sáng,0
303.66,316.0,1476.6,52.06,149.6,L,Sáng,0
297.49,309.11,1491.3,46.25,99.6,L,Đêm,0
298.04,306.85,1376.8,47.0,38.4,L,Sáng,0
297.29,308.37,1869.1,43.5,216.8,L,Chiều,0
298.88,308.4,1519.8,26.92,205.8,L,Chiều,0
299.92,311.61,1680.3,42.99,153.7,L,Chiều,0
296.12,305.47,1539.7,37.94,97.7,L,Chiều,0
301.26,310.56,1586.9,73.01,232.4,L,Đêm,1
299.23,310.22,1576.9,42.36,105.3,L,Sáng,0
300.88,310.16,1502.9,37.27,230.5,L,Sáng,0
300.98,310.57,1796.1,33.71,157.9,M,Sáng,0
300.94,311.52,1555.6,42.13,15.3,L,Sáng,0
300.47,311.12,1534.3,50.46,156.3,M,Đêm,0
299.48,309.33,1887.9,49.42,153.0,L,Đêm,0
297.62,306.04,1341.7,44.27,140.9,L,Sáng,1
301.72,312.22,1532.8,53.1,246.9,M,Chiều,1
298.49,307.19,1488.4,38.4,172.1,L,Chiều,0
300.92,312.37,1276.7,27.45,53.8,M,Chiều,0
298.24,306.17,1754.4,25.76,171.3,L,Đêm,0
298.97,308.91,1371.6,37.29,138.6,L,Chiều,0
299.34,310.64,1199.9,38.88,123.5,L,Chiều,0
300.38,309.5,1294.2,39.6,238.8,L,Sáng,0
298.72,309.41,1363.4,37.85,55.4,L,Đêm,0
299.43,307.72,1572.8,44.47,102.8,H,Sáng,0
296.35,306.2,1612.3,30.44,212.3,M,Chiều,0
301.41,311.93,1180.0,38.04,68.7,M,Đêm,0
304.31,315.52,1744.5,44.72,15.9,M,Sáng,0
295.94,304.97,1281.7,35.37,59.7,L,Đêm,0
299.6,311.91,1555.4,50.6,251.3,H,Đêm,1
302.01,311.84,1749.2,38.39,233.7,H,Sáng,0
301.53,311.88,1231.3,35.91,208.1,L,Chiều,0
301.42,312.88,1582.5,37.05,150.3,L,Đêm,0
301.04,310.57,1740.4,22.21,92.5,M,Sáng,0
300.73,309.65,1180.0,51.1,35.0,M,Chiều,0
302.29,314.06,1416.7,52.69,156.6,H,Chiều,0
302.44,311.2,1267.7,36.21,142.2,M,Chiều,0
301.16,311.27,1457.0,45.03,94.4,L,Chiều,0
299.83,308.36,1904.0,36.91,112.8,L,Sáng,0
300.54,309.2,1731.4,43.56,62.2,M,Đêm,0
299.37,310.07,1291.0,57.44,154.1,M,Sáng,0
298.59,309.87,1698.7,56.24,67.9,L,Chiều,0
299.39,310.7,1527.7,29.88,223.1,L,Chiều,0
301.85,313.75,1351.5,31.28,116.0,L,Chiều,0
296.6,307.4,1493.8,39.28,241.2,M,Sáng,0
300.13,309.6,1180.0,46.73,172.8,M,Đêm,0
302.36,313.57,1425.8,36.67,204.8,L,Chiều,0
302.57,312.57,1530.1,43.38,4.2,H,Sáng,1
299.92,310.28,1381.6,39.09,243.8,L,Chiều,0
296.86,306.38,1576.2,45.1,227.8,L,Chiều,0
302.45,312.59,1761.9,40.18,203.5,M,Sáng,0
301.02,311.16,1620.2,36.69,2.5,M,Sáng,0
302.34,310.8,1660.3,43.83,147.2,M,Đêm,0
299.18,309.05,1633.5,43.32,55.0,L,Chiều,0
300.33,309.18,1399.3,35.48,169.3,L,Chiều,0
301.03,311.32,1606.6,30.26,94.1,L,Sáng,0
300.17,310.19,1515.4,48.16,9.5,L,Sáng,0
298.14,309.01,1511.4,29.35,183.4,M,Sáng,0
300.73,311.56,1737.4,39.59,51.2,L,Sáng,0
303.23,314.42,1515.6,33.28,131.3,H,Sáng,0
300.84,311.02,1479.6,45.43,42.5,M,Chiều,0
302.54,310.45,1616.8,28.16,35.8,L,Đêm,0
301.86,309.94,1719.9,41.05,14.3,L,Đêm,0
301.9,312.13,1180.0,47.3,208.4,L,Sáng,0
299.41,308.99,1613.9,48.64,104.4,L,Đêm,0
296.46,305.84,1457.9,44.17,143.0,L,Sáng,0
300.09,309.73,1316.0,42.58,92.6,H,Chiều,0
298.33,309.26,1551.8,37.44,99.3,H,Sáng,0
302.23,311.53,1547.8,37.75,53.6,H,Đêm,0
301.39,309.99,1365.1,34.98,41.1,L,Chiều,1
297.45,306.32,1679.4,47.32,208.2,L,Sáng,0
303.6,312.78,1430.9,26.03,68.4,L,Chiều,0
299.77,310.49,1335.4,35.68,134.7,L,Đêm,0
298.88,309.03,1580.7,36.2,126.2,L,Chiều,0
300.15,311.51,1635.2,47.64,190.4,M,Chiều,0
299.56,308.98,1315.5,37.26,11.3,M,Đêm,0
300.32,309.54,1720.9,41.45,180.9,L,Chiều,0
297.44,305.9,1591.8,35.86,155.4,L,Sáng,0
296.97,307.07,1499.4,19.81,14.6,L,Đêm,0
298.2,307.4,1817.0,38.06,114.4,L,Chiều,0
300.17,310.16,1750.5,32.48,237.1,M,Sáng,0
297.49,306.14,1393.4,49.98,94.2,L,Sáng,0
300.55,311.28,1513.1,33.13,64.1,L,Chiều,0
295.99,306.79,1460.0,15.36,3.2,L,Chiều,0
300.17,309.09,1668.4,17.14,243.8,M,Chiều,0
297.14,306.69,1476.7,42.36,5.3,L,Sáng,0
303.76,313.11,1551.9,33.91,250.8,H,Chiều,1
300.43,309.51,1659.3,39.99,99.6,L,Chiều,0
300.64,312.19,1512.9,29.81,36.6,L,Chiều,0
299.52,309.73,1347.2,44.78,137.5,L,Chiều,0
296.92,308.05,1224.5,36.82,128.5,L,Đêm,0
299.28,309.81,1561.0,31.7,179.4,L,Sáng,0
302.49,311.5,1397.9,36.19,105.4,M,Sáng,0
301.14,310.31,1627.9,28.96,109.5,L,Chiều,0
300.98,311.84,1562.9,51.1,104.0,M,Đêm,0
300.38,310.04,1272.8,43.84,190.2,M,Chiều,0
302.79,310.89,1364.3,33.28,96.1,L,Đêm,1
300.21,310.48,1650.5,27.53,25.0,H,Chiều,0
298.18,307.73,1656.0,26.03,71.1,M,Đêm,0
301.52,311.02,1730.7,31.05,60.2,H,Sáng,0
300.05,310.32,1784.6,27.94,87.4,L,Sáng,0
300.06,310.51,1443.8,43.0,194.0,H,Chiều,0
299.61,308.38,1790.3,53.53,29.5,M,Đêm,0
300.55,310.5,1621.5,42.26,112.9,L,Sáng,0
301.87,313.7,1398.4,31.58,241.7,L,Sáng,0
301.06,311.41,1699.5,53.25,66.2,H,Đêm,0
298.46,306.76,1683.7,54.54,205.4,H,Chiều,0
303.0,312.85,1517.7,51.49,79.5,L,Chiều,0
300.34,309.97,1372.0,59.83,169.8,H,Sáng,0
296.94,307.63,1463.8,47.02,1.8,M,Đêm,0
301.02,308.67,1603.4,43.85,58.7,L,Đêm,0
298.1,308.18,1505.0,38.25,247.2,M,Chiều,1
299.13,308.59,1894.9,33.41,19.2,M,Sáng,0
303.25,313.94,1775.9,27.33,60.0,M,Chiều,0
301.41,309.31,1812.2,46.83,8.5,H,Sáng,0
300.72,310.67,1378.6,43.19,250.7,H,Chiều,1
298.84,308.94,1708.4,43.72,142.1,H,Chiều,0
297.38,307.35,1791.8,25.75,98.9,H,Sáng,0
301.19,312.25,1755.9,29.56,114.7,H,Chiều,0
297.69,307.1,1767.5,34.73,134.3,H,Chiều,0
299.93,309.14,1606.6,40.92,10.8,M,Chiều,0
299.93,310.84,1205.6,36.93,0.9,L,Đêm,0
298.56,308.83,1495.3,38.86,126.4,M,Chiều,0
303.27,312.75,1430.4,51.72,184.7,L,Chiều,0
299.51,308.92,1395.8,32.75,158.2,M,Chiều,0
300.58,310.46,1620.7,35.13,18.2,M,Sáng,0
298.87,308.89,1659.0,49.07,107.1,L,Chiều,0
298.08,307.43,1260.4,44.67,2.6,L,Đêm,0
299.73,309.37,1309.6,37.06,230.5,L,Sáng,0
299.34,308.51,1732.8,33.27,131.8,L,Đêm,0
300.12,309.34,1383.9,46.97,85.0,H,Chiều,0
299.37,308.97,1334.5,27.05,65.4,H,Chiều,0
301.6,311.11,1433.0,50.12,53.9,L,Sáng,0
297.96,308.63,1404.3,33.56,53.8,L,Chiều,0
299.33,309.87,1453.6,35.56,252.7,M,Đêm,0
301.23,310.42,1535.9,26.11,149.0,H,Sáng,0
299.6,308.02,1664.3,45.55,12.1,L,Đêm,0
301.99,311.24,1398.0,44.13,47.6,L,Sáng,0
301.25,313.2,1831.1,49.53,131.2,H,Chiều,0
303.19,313.6,1377.4,43.65,145.5,M,Sáng,0
301.88,312.17,1787.2,41.41,151.5,H,Sáng,0
300.31,309.7,1537.5,44.79,72.3,L,Chiều,0
298.28,308.6,1451.2,43.04,115.2,M,Đêm,0
298.99,310.67,1237.4,33.49,240.0,L,Sáng,0
299.63,308.28,1567.2,60.13,199.1,H,Đêm,0
302.43,312.01,1762.4,34.9,69.5,M,Sáng,0
301.25,310.62,1534.4,37.2,75.5,L,Chiều,0
299.98,310.07,1518.2,43.27,31.3,M,Sáng,0
298.84,308.14,1581.3,56.69,34.9,M,Đêm,0
299.47,308.88,1653.5,48.31,196.2,L,Đêm,0
304.15,313.43,1819.0,38.03,113.3,L,Sáng,0
300.88,311.6,1359.7,31.76,2.3,L,Sáng,0
302.29,312.71,1555.3,30.01,186.0,L,Chiều,0
299.8,309.89,1621.8,43.17,97.7,H,Sáng,0
303.15,312.62,1563.5,34.45,5.1,H,Chiều,0
301.08,312.7,1399.2,34.71,136.7,L,Đêm,0
302.39,311.84,1784.6,35.79,55.3,H,Chiều,0
297.26,307.12,1512.5,47.22,89.5,M,Sáng,0
298.04,307.95,1472.0,35.07,140.8,L,Đêm,0
298.72,309.39,1240.1,44.03,191.4,H,Đêm,0
301.21,310.6,1582.5,51.59,90.8,H,Sáng,0
303.63,312.7,1643.1,41.21,9.4,M,Sáng,0
299.09,308.25,1726.4,38.64,120.4,M,Chiều,0
295.27,305.47,1238.9,36.88,87.1,L,Sáng,0
300.62,310.31,1250.9,35.42,11.6,L,Sáng,0
297.06,307.03,1409.0,44.97,105.3,L,Đêm,0
301.25,311.44,1816.5,41.18,106.9,L,Chiều,1
299.91,311.23,1494.6,39.49,124.3,L,Chiều,0
300.21,309.7,1466.5,38.28,111.4,L,Chiều,0
297.83,308.14,1664.7,51.48,139.7,L,Chiều,0
299.59,310.52,1622.3,44.93,149.9,L,Chiều,0
303.88,313.94,1386.5,40.62,245.5,M,Sáng,1
300.52,311.02,1866.8,23.88,212.2,M,Đêm,0
298.67,309.14,1464.9,33.87,52.1,H,Chiều,0
295.79,306.74,1497.8,32.3,122.1,M,Sáng,0
301.62,311.56,1900.5,39.28,179.5,L,Chiều,0
302.66,312.6,1670.5,30.61,153.4,H,Chiều,0
306.6,315.62,1701.1,34.89,138.8,L,Sáng,1
304.95,313.03,1875.0,36.36,50.1,M,Sáng,0
300.82,309.79,1532.6,43.17,144.9,L,Sáng,0
300.8,312.06,1469.4,32.09,39.6,L,Sáng,0
299.46,308.59,1242.9,53.4,82.0,H,Sáng,0
301.74,311.59,1713.6,58.51,189.7,L,Chiều,0
302.54,313.45,1378.0,35.18,129.9,L,Chiều,0
298.2,309.27,1335.9,40.73,159.9,H,Đêm,0
301.31,310.65,1317.1,38.1,236.0,M,Sáng,0
297.65,309.53,1791.3,45.34,39.3,L,Đêm,0
303.53,314.18,1612.6,61.23,39.7,M,Chiều,0
301.56,312.35,1415.4,39.25,245.9,L,Chiều,1
304.0,315.98,1620.1,40.3,162.6,H,Chiều,0
302.05,310.49,1464.0,42.94,188.1,M,Chiều,0
300.73,310.89,1549.2,40.63,206.0,L,Đêm,0
302.01,311.9,1396.7,42.6,108.1,L,Sáng,0
300.47,309.88,1317.3,54.7,198.5,L,Đêm,0
302.4,312.35,1688.5,24.8,126.0,L,Chiều,0
299.48,308.97,1591.3,57.31,5.1,L,Đêm,0
297.91,306.86,1691.3,37.4,178.3,M,Đêm,0
302.3,314.78,1624.4,37.23,104.4,H,Đêm,0
297.99,307.44,1753.6,42.56,184.2,H,Đêm,0
299.78,310.23,1784.6,38.04,205.1,M,Chiều,0
301.39,310.37,1695.0,28.4,168.4,H,Đêm,0
300.56,309.33,1314.7,24.0,181.8,H,Đêm,0
298.52,308.18,1495.0,48.69,244.7,L,Chiều,1
302.62,314.87,1613.5,44.02,81.4,M,Sáng,0
301.24,311.4,1443.0,32.44,193.4,L,Sáng,0
299.84,311.2,1465.1,32.56,251.8,L,Chiều,1
300.05,309.96,1663.6,28.56,111.7,H,Đêm,1
303.17,311.82,1982.5,23.01,162.9,M,Chiều,0
299.88,309.67,1365.1,34.08,119.4,L,Sáng,0
301.05,309.19,1794.5,40.81,241.4,M,Sáng,0
299.51,309.79,1468.6,38.69,167.2,M,Sáng,0
303.27,312.88,1567.0,37.79,37.3,L,Sáng,0
305.84,315.07,1220.5,21.25,18.8,M,Sáng,0
299.83,310.43,1607.9,28.51,243.7,L,Sáng,0
301.33,310.45,1968.0,39.56,109.3,L,Sáng,0
300.51,311.32,1567.3,59.32,160.0,L,Đêm,0
295.4,305.11,1336.0,59.97,40.1,L,Chiều,0
299.98,310.57,1476.4,35.97,132.8,H,Đêm,0
296.76,307.3,1398.8,45.31,210.8,L,Đêm,0
305.5,315.76,1528.5,22.08,101.5,L,Sáng,0
298.27,307.61,1757.0,50.67,124.4,L,Đêm,0
299.02,308.86,1705.7,56.09,51.9,L,Sáng,0
301.88,312.22,1919.1,23.84,144.6,M,Sáng,0
301.02,310.47,1708.6,40.54,5.2,L,Sáng,0
297.74,308.93,1236.1,29.34,130.9,L,Sáng,0
302.28,313.18,1441.7,40.68,89.1,H,Đêm,0
302.64,312.56,1573.0,40.73,74.1,L,Sáng,0
297.16,306.46,1398.0,10.64,165.0,H,Sáng,1
299.33,310.18,1614.7,40.96,118.6,M,Sáng,0
300.44,312.02,1503.4,57.1,142.4,H,Chiều,0
302.06,312.12,1221.2,42.65,31.8,L,Chiều,0
299.06,307.9,1866.2,32.45,168.9,M,Sáng,0
300.24,310.11,1817.7,33.58,158.5,L,Chiều,0
300.4,311.56,1813.2,34.14,252.2,L,Sáng,1
303.04,313.22,1620.1,46.88,90.9,L,Chiều,0
299.93,311.28,1519.4,16.47,10.9,L,Đêm,0
298.95,309.1,1192.6,68.45,46.8,H,Chiều,0
306.05,315.33,1778.5,25.66,75.6,L,Sáng,0
300.75,309.06,1465.3,27.59,241.7,L,Chiều,0
299.22,309.51,1590.4,42.5,154.9,L,Đêm,0
300.43,308.81,1539.0,25.69,183.6,M,Sáng,0
299.7,309.55,1278.9,33.94,153.0,L,Đêm,0
299.85,310.14,1236.1,25.29,133.6,M,Sáng,0
297.56,305.63,1982.9,45.74,109.0,M,Sáng,0
297.2,308.22,1600.9,24.48,224.0,H,Chiều,0
297.99,308.16,1759.6,41.21,228.4,L,Sáng,0
296.72,306.2,1237.8,69.07,140.7,M,Sáng,0
302.22,312.94,1825.5,38.84,185.2,L,Sáng,0
297.32,306.17,1750.4,52.13,139.0,L,Sáng,0
300.88,308.95,1450.6,53.56,135.9,M,Sáng,0
299.75,310.79,1319.0,37.24,177.7,M,Sáng,0
298.63,310.63,1280.6,59.93,241.4,H,Sáng,0
299.46,309.68,1750.5,42.64,89.9,H,Đêm,0
296.01,306.47,1585.0,35.74,49.0,L,Sáng,0
302.48,310.98,1615.4,41.41,18.9,H,Đêm,0
298.48,308.03,1729.2,28.18,248.5,H,Sáng,1
301.26,311.5,1395.7,27.64,124.5,L,Đêm,0
301.53,312.09,1452.6,29.34,168.0,M,Chiều,0
296.98,305.12,1388.5,33.03,219.7,M,Sáng,0
300.36,310.38,1364.7,40.39,157.6,H,Đêm,0
301.38,309.89,1830.6,35.25,233.2,L,Đêm,0
